id_aluno,id_curso,id_grupo,id_modalidade,id_turno,id_status,curso,grupo,modalidade,turno,status_matricula,dt_matricula,dt_cancelamento,motivo_cancelamento,idade,genero,mensalidade,desconto,mensalidade_paga
143,49,2,1,3,3,PUBLICIDADE E PROPAGANDA,COMUNICACAO E ARTES,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,28,M,2491.36,0.57,1071.28
144,16,5,1,2,3,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,52,F,3147.78,0.47,1668.32
145,59,10,1,2,3,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,43,M,1956.22,0.22,1525.85
146,20,5,3,3,2,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,NOITE,CANCELADO,2019-01-01,2019-01-25,EMPREGO,44,M,1907.69,0.41,1125.54
147,87,3,1,3,4,GESTAO DE TURISMO,TURISMO E HOSPITALIDADE,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2023-08-18,,31,M,1211.23,0.32,823.64
148,56,10,1,3,2,ENGENHARIA ELETRICA,ENGENHARIAS,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2023-03-24,INSATISFACAO,20,M,4224.66,0.22,3295.23
149,15,5,1,1,4,ENFERMAGEM,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,TRANCADO,2019-01-01,2020-05-10,,43,F,3253.57,0.58,1366.5
150,66,4,1,1,3,GESTAO DE RECURSOS HUMANOS,GESTAO E NEGOCIOS,PRESENCIAL,MANHA,FORMADO,2019-01-01,,,38,F,735.63,0.49,375.17
151,14,5,1,3,4,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-11-12,,23,M,572.48,0.06,538.13
152,38,1,1,2,4,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2020-07-16,,19,F,2300.02,0.53,1081.01
153,19,5,1,3,3,FONOAUDIOLOGIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,22,F,4505.75,0.3,3154.02
154,10,8,1,2,2,GESTAO DO AGRONEGOCIO,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2020-08-29,INADIMPLENCIA,21,F,2890.68,0.3,2023.48
155,82,9,1,3,2,SEGURANCA DA INFORMACAO,TI E COMPUTACAO,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2019-11-01,INADIMPLENCIA,29,M,4084.05,0.5,2042.03
156,10,8,1,3,2,GESTAO DO AGRONEGOCIO,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2021-04-20,DESISTENCIA,35,M,682.12,0.57,293.31
157,20,5,1,1,4,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,TRANCADO,2019-01-01,2020-07-15,,51,M,4356.77,0.13,3790.39
158,43,1,1,3,4,SERVIÇOS PENAIS,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-07-08,,53,F,4213.35,0.32,2865.08
159,53,10,1,2,1,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,32,M,2079.42,0.5,1039.71
160,18,5,1,1,3,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,FORMADO,2019-01-01,,,29,M,2835.65,0.56,1247.69
161,10,8,1,2,2,GESTAO DO AGRONEGOCIO,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2022-07-16,INADIMPLENCIA,35,F,2068.48,0.07,1923.69
162,20,5,1,3,1,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,52,F,1494.56,0.42,866.84
163,44,2,1,3,1,CINEMA E AUDIOVISUAL,COMUNICACAO E ARTES,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,52,F,2751.76,0.5,1375.88
164,17,5,2,3,1,FARMACIA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,47,M,509.43,0.17,422.83
165,14,5,1,2,1,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,52,M,2104.07,0.06,1977.83
166,54,10,1,3,1,ENGENHARIA DE CONTROLE E AUTOMACAO,ENGENHARIAS,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,26,M,1907.59,0.2,1526.07
167,76,9,2,3,4,ANALISE E DESENVOLVIMENTO DE SISTEMAS,TI E COMPUTACAO,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2021-01-31,,40,F,3723.95,0.01,3686.71
168,47,2,1,3,3,PRODUCAO AUDIOVISUAL,COMUNICACAO E ARTES,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,45,F,2552.22,0.25,1914.16
169,45,2,2,2,4,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,SEMIPRESENCIAL,TARDE,TRANCADO,2019-01-01,2021-11-11,,53,M,1250.54,0.18,1025.44
170,9,8,2,1,1,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,SEMIPRESENCIAL,MANHA,MATRICULADO,2019-01-01,,,49,M,3992.86,0.22,3114.43
171,10,8,3,3,2,GESTAO DO AGRONEGOCIO,CIENCIAS AGRARIAS E MEIO AMBIENTE,EAD,NOITE,CANCELADO,2019-01-01,2023-11-01,EMPREGO,31,F,1944.12,0.19,1574.74
172,48,2,1,3,2,PRODUCACAO MULTIMIDIA EM REALIDADE AUMENTADA,COMUNICACAO E ARTES,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2020-12-24,INADIMPLENCIA,50,F,1246.46,0.0,1246.46
173,69,4,1,3,3,LOGISTICA,GESTAO E NEGOCIOS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,37,F,3208.97,0.39,1957.47
174,59,10,1,3,3,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,38,M,1847.66,0.15,1570.51
175,77,9,1,2,2,BIG DATA E INTELIGENCIA ANALITICA,TI E COMPUTACAO,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2022-06-04,INADIMPLENCIA,50,M,4767.1,0.2,3813.68
176,49,2,2,2,1,PUBLICIDADE E PROPAGANDA,COMUNICACAO E ARTES,SEMIPRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,29,M,590.18,0.05,560.67
177,12,5,1,1,3,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,FORMADO,2019-01-01,,,44,F,2531.8,0.33,1696.31
178,24,6,1,3,4,FILOSOFIA,CIENCIAS HUMANAS,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-02-05,,41,F,1293.17,0.2,1034.54
179,17,5,1,2,4,FARMACIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2019-07-17,,51,F,1347.6,0.19,1091.56
180,11,8,1,3,1,MEDICINA VETERINARIA,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,39,F,3948.03,0.09,3592.71
181,13,5,2,3,4,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-07-12,,54,M,702.48,0.11,625.21
182,52,10,1,2,3,ENGENHARIA CIVIL,ENGENHARIAS,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,24,F,4621.7,0.13,4020.88
183,14,5,2,3,4,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2021-12-10,,32,F,4485.63,0.58,1883.96
184,16,5,1,3,1,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,37,M,4860.39,0.46,2624.61
185,40,1,1,3,4,SEGURANCA PUBLICA,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2020-07-22,,54,M,1858.04,0.43,1059.08
186,38,1,1,2,1,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,29,F,924.02,0.12,813.14
187,18,5,3,3,3,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,NOITE,FORMADO,2019-01-01,,,50,F,664.67,0.54,305.75
188,76,9,2,3,4,ANALISE E DESENVOLVIMENTO DE SISTEMAS,TI E COMPUTACAO,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2021-01-04,,35,F,2354.22,0.08,2165.88
189,31,6,1,3,4,MATEMATICA (LICENCIATURA),CIENCIAS HUMANAS,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-04-14,,44,F,1415.25,0.54,651.01
190,63,4,2,2,3,GESTAO COMERCIAL,GESTAO E NEGOCIOS,SEMIPRESENCIAL,TARDE,FORMADO,2019-01-01,,,44,M,2412.59,0.07,2243.71
191,18,5,2,1,3,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,MANHA,FORMADO,2019-01-01,,,25,M,1533.95,0.43,874.35
192,46,2,1,2,2,JORNALISMO,COMUNICACAO E ARTES,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2022-09-15,TRANSFERENCIA,29,F,1200.12,0.53,564.06
193,59,10,2,2,3,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,SEMIPRESENCIAL,TARDE,FORMADO,2019-01-01,,,20,F,1555.75,0.55,700.09
194,61,4,1,2,2,CIENCIAS CONTABEIS,GESTAO E NEGOCIOS,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2020-03-07,INADIMPLENCIA,55,F,4978.59,0.02,4879.02
195,32,6,1,3,1,PEDAGOGIA,CIENCIAS HUMANAS,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,18,M,620.77,0.07,577.32
196,51,10,1,3,3,ENGENHARIA AMBIENTAL,ENGENHARIAS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,48,F,774.77,0.47,410.63
197,44,2,1,3,1,CINEMA E AUDIOVISUAL,COMUNICACAO E ARTES,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,23,M,3928.11,0.23,3024.64
198,49,2,1,2,3,PUBLICIDADE E PROPAGANDA,COMUNICACAO E ARTES,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,44,M,2715.06,0.3,1900.54
199,55,10,1,1,2,ENGENHARIA DE PRODUCAO,ENGENHARIAS,PRESENCIAL,MANHA,CANCELADO,2019-01-01,2023-11-15,INADIMPLENCIA,52,M,4949.43,0.2,3959.54
200,15,5,2,3,1,ENFERMAGEM,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,44,F,1810.75,0.58,760.52
201,19,5,2,3,4,FONOAUDIOLOGIA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2022-05-12,,49,F,3425.01,0.34,2260.51
202,38,1,3,3,1,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,EAD,NOITE,MATRICULADO,2019-01-01,,,53,M,2246.93,0.05,2134.58
203,69,4,2,2,3,LOGISTICA,GESTAO E NEGOCIOS,SEMIPRESENCIAL,TARDE,FORMADO,2019-01-01,,,52,M,4373.03,0.12,3848.27
204,12,5,2,1,4,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,MANHA,TRANCADO,2019-01-01,2019-12-16,,28,M,1237.52,0.27,903.39
205,51,10,1,3,4,ENGENHARIA AMBIENTAL,ENGENHARIAS,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-10-01,,54,F,4579.98,0.5,2289.99
206,46,2,3,2,2,JORNALISMO,COMUNICACAO E ARTES,EAD,TARDE,CANCELADO,2019-01-01,2022-01-04,EMPREGO,49,M,3138.43,0.41,1851.67
207,47,2,3,1,4,PRODUCAO AUDIOVISUAL,COMUNICACAO E ARTES,EAD,MANHA,TRANCADO,2019-01-01,2020-06-26,,52,F,4115.71,0.03,3992.24
208,17,5,1,1,2,FARMACIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,CANCELADO,2019-01-01,2023-08-18,INADIMPLENCIA,32,F,3275.42,0.27,2391.06
209,12,5,1,2,3,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,49,F,3376.31,0.37,2127.08
210,55,10,2,3,2,ENGENHARIA DE PRODUCAO,ENGENHARIAS,SEMIPRESENCIAL,NOITE,CANCELADO,2019-01-01,2023-02-07,INADIMPLENCIA,43,M,2790.68,0.0,2790.68
211,18,5,2,2,3,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,TARDE,FORMADO,2019-01-01,,,44,F,3667.21,0.17,3043.78
212,57,10,2,3,1,ENGENHARIA MECANICA,ENGENHARIAS,SEMIPRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,49,F,1746.24,0.21,1379.53
213,54,10,2,3,2,ENGENHARIA DE CONTROLE E AUTOMACAO,ENGENHARIAS,SEMIPRESENCIAL,NOITE,CANCELADO,2019-01-01,2021-07-04,EMPREGO,19,F,4695.83,0.58,1972.25
214,50,2,3,1,3,RELACOES PUBLICAS,COMUNICACAO E ARTES,EAD,MANHA,FORMADO,2019-01-01,,,52,F,3567.38,0.54,1640.99
215,15,5,2,2,4,ENFERMAGEM,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,TARDE,TRANCADO,2019-01-01,2021-10-07,,33,F,4632.74,0.02,4540.09
216,62,4,1,2,4,COMERCIO EXTERIOR,GESTAO E NEGOCIOS,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2020-04-14,,37,M,4061.12,0.12,3573.79
217,20,5,1,3,4,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2022-12-13,,50,M,4495.94,0.32,3057.24
218,46,2,1,2,2,JORNALISMO,COMUNICACAO E ARTES,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2020-11-09,INSATISFACAO,42,M,3261.95,0.16,2740.04
219,38,1,2,3,4,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-06-06,,55,F,3605.28,0.35,2343.43
220,10,8,1,3,1,GESTAO DO AGRONEGOCIO,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,35,F,4151.45,0.38,2573.9
221,11,8,1,3,1,MEDICINA VETERINARIA,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,23,M,3620.71,0.4,2172.43
222,48,2,1,3,3,PRODUCACAO MULTIMIDIA EM REALIDADE AUMENTADA,COMUNICACAO E ARTES,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,45,F,2835.28,0.37,1786.23
223,54,10,1,2,3,ENGENHARIA DE CONTROLE E AUTOMACAO,ENGENHARIAS,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,35,F,1441.27,0.54,662.98
224,21,5,1,3,4,NUTRICAO,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2023-07-26,,52,F,767.87,0.1,691.08
225,30,6,2,3,1,MATEMATICA (BACHARELADO),CIENCIAS HUMANAS,SEMIPRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,44,M,4434.01,0.35,2882.11
226,59,10,2,2,2,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,SEMIPRESENCIAL,TARDE,CANCELADO,2019-01-01,2022-12-03,EMPREGO,42,F,1401.71,0.41,827.01
227,59,10,1,2,4,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2019-09-01,,34,M,3825.4,0.35,2486.51
228,18,5,1,3,3,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,47,F,2904.82,0.31,2004.33
229,16,5,1,2,1,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,34,M,3257.44,0.43,1856.74
230,17,5,1,1,4,FARMACIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,TRANCADO,2019-01-01,2020-08-17,,18,M,4668.74,0.11,4155.18
231,39,1,1,2,3,SEGURANCA PRIVADA,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,35,M,1256.22,0.2,1004.98
232,37,1,2,2,4,MEDIACAO,CIENCIAS JURIDICAS,SEMIPRESENCIAL,TARDE,TRANCADO,2019-01-01,2020-12-23,,42,F,2996.0,0.1,2696.4
233,45,2,1,2,3,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,51,M,2793.56,0.56,1229.17
234,36,1,1,3,1,DIREITO,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,42,M,3024.5,0.42,1754.21
235,43,1,1,3,3,SERVIÇOS PENAIS,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,44,M,3416.66,0.32,2323.33
236,76,9,1,2,1,ANALISE E DESENVOLVIMENTO DE SISTEMAS,TI E COMPUTACAO,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,40,F,4835.68,0.54,2224.41
237,11,8,1,2,2,MEDICINA VETERINARIA,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2019-12-09,TRANSFERENCIA,32,F,4214.82,0.07,3919.78
238,79,9,2,2,3,GESTAO DA TECNOLOGIA DA INFORMACAO,TI E COMPUTACAO,SEMIPRESENCIAL,TARDE,FORMADO,2019-01-01,,,35,M,2314.79,0.52,1111.1
239,19,5,2,3,4,FONOAUDIOLOGIA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2023-11-30,,29,F,2338.53,0.56,1028.95
240,37,1,1,3,1,MEDIACAO,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,30,M,3635.24,0.33,2435.61
241,55,10,1,2,2,ENGENHARIA DE PRODUCAO,ENGENHARIAS,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2020-05-12,INADIMPLENCIA,46,M,2113.85,0.36,1352.86
242,16,5,1,2,1,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,45,M,4728.51,0.46,2553.4
243,51,10,1,3,1,ENGENHARIA AMBIENTAL,ENGENHARIAS,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,29,F,2104.48,0.3,1473.14
244,20,5,1,3,2,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2019-03-03,TRANSFERENCIA,39,M,2866.1,0.54,1318.41
245,6,7,1,2,2,DESIGN DE MODA,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2021-03-12,EMPREGO,29,M,3181.41,0.58,1336.19
246,73,4,2,2,3,NEGOCIOS IMOBILIARIOS,GESTAO E NEGOCIOS,SEMIPRESENCIAL,TARDE,FORMADO,2019-01-01,,,44,F,3699.64,0.06,3477.66
247,55,10,1,1,4,ENGENHARIA DE PRODUCAO,ENGENHARIAS,PRESENCIAL,MANHA,TRANCADO,2019-01-01,2019-01-26,,32,F,3171.88,0.33,2125.16
248,49,2,2,3,4,PUBLICIDADE E PROPAGANDA,COMUNICACAO E ARTES,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-02-11,,32,M,1196.44,0.3,837.51
249,19,5,2,3,4,FONOAUDIOLOGIA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,TRANCADO,2019-01-01,2019-03-16,,41,M,1966.9,0.2,1573.52
250,59,10,1,3,4,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2022-09-29,,27,F,4417.25,0.23,3401.28
251,4,7,1,3,2,DESIGN DE GAMES,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2021-11-15,DESISTENCIA,55,M,3232.07,0.3,2262.45
252,4,7,3,2,2,DESIGN DE GAMES,ARQUITETURA E URBANISMO E DESIGN,EAD,TARDE,CANCELADO,2019-01-01,2020-06-12,EMPREGO,46,M,4230.61,0.39,2580.67
253,79,9,1,3,2,GESTAO DA TECNOLOGIA DA INFORMACAO,TI E COMPUTACAO,PRESENCIAL,NOITE,CANCELADO,2019-01-01,2021-10-25,INADIMPLENCIA,52,F,1083.9,0.39,661.18
254,13,5,1,3,1,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,24,M,4670.46,0.49,2381.93
255,18,5,1,2,2,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2021-01-22,INADIMPLENCIA,44,M,1798.66,0.53,845.37
256,7,7,3,1,1,DESIGN DE PRODUTO,ARQUITETURA E URBANISMO E DESIGN,EAD,MANHA,MATRICULADO,2019-01-01,,,20,F,2037.67,0.24,1548.63
257,59,10,2,2,2,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,SEMIPRESENCIAL,TARDE,CANCELADO,2019-01-01,2022-02-01,INADIMPLENCIA,54,F,4959.95,0.19,4017.56
258,14,5,1,2,4,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2023-04-12,,29,F,1828.77,0.59,749.8
259,59,10,3,3,2,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,EAD,NOITE,CANCELADO,2019-01-01,2023-03-14,EMPREGO,51,M,4902.29,0.36,3137.47
260,35,6,1,2,3,SERVICO SOCIAL,CIENCIAS HUMANAS,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,42,M,3957.54,0.43,2255.8
261,71,4,1,1,2,MARKETING (TECNOLOGO),GESTAO E NEGOCIOS,PRESENCIAL,MANHA,CANCELADO,2019-01-01,2020-01-10,INADIMPLENCIA,40,F,3785.34,0.24,2876.86
262,45,2,1,2,4,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2021-11-07,,47,F,878.61,0.57,377.8
263,21,5,3,2,3,NUTRICAO,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,TARDE,FORMADO,2019-01-01,,,29,F,3205.59,0.22,2500.36
264,50,2,3,2,4,RELACOES PUBLICAS,COMUNICACAO E ARTES,EAD,TARDE,TRANCADO,2019-01-01,2020-10-15,,22,M,1207.29,0.04,1159.0
265,13,5,1,2,2,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2019-01-01,2021-10-08,EMPREGO,40,M,775.72,0.06,729.18
266,20,5,1,3,3,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,24,F,3760.45,0.45,2068.25
267,44,2,1,3,1,CINEMA E AUDIOVISUAL,COMUNICACAO E ARTES,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,26,F,4604.11,0.55,2071.85
268,3,7,1,3,4,DESIGN DE ANIMACAO,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,NOITE,TRANCADO,2019-01-01,2023-12-15,,21,F,2167.24,0.26,1603.76
269,13,5,2,3,2,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,CANCELADO,2019-01-01,2023-05-02,DESISTENCIA,38,F,1203.01,0.19,974.44
270,68,4,1,3,3,GESTAO PUBLICA,GESTAO E NEGOCIOS,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,34,F,2206.17,0.51,1081.02
271,4,7,1,3,1,DESIGN DE GAMES,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,NOITE,MATRICULADO,2019-01-01,,,39,M,838.53,0.56,368.95
272,38,1,1,2,4,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,TRANCADO,2019-01-01,2019-01-23,,50,F,3987.2,0.04,3827.71
273,77,9,1,3,3,BIG DATA E INTELIGENCIA ANALITICA,TI E COMPUTACAO,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,33,M,3119.42,0.37,1965.23
274,20,5,1,3,3,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2019-01-01,,,20,M,3625.37,0.45,1993.95
275,63,4,2,2,4,GESTAO COMERCIAL,GESTAO E NEGOCIOS,SEMIPRESENCIAL,TARDE,TRANCADO,2019-01-01,2022-02-13,,30,F,1468.28,0.46,792.87
276,82,9,2,2,1,SEGURANCA DA INFORMACAO,TI E COMPUTACAO,SEMIPRESENCIAL,TARDE,MATRICULADO,2019-01-01,,,27,M,1760.85,0.27,1285.42
277,15,5,1,2,3,ENFERMAGEM,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,31,M,3993.95,0.05,3794.25
278,37,1,2,3,3,MEDIACAO,CIENCIAS JURIDICAS,SEMIPRESENCIAL,NOITE,FORMADO,2019-01-01,,,54,F,1178.64,0.36,754.33
279,11,8,3,3,3,MEDICINA VETERINARIA,CIENCIAS AGRARIAS E MEIO AMBIENTE,EAD,NOITE,FORMADO,2019-01-01,,,19,F,2002.73,0.4,1201.64
280,72,4,1,2,3,MARKETING DIGITAL,GESTAO E NEGOCIOS,PRESENCIAL,TARDE,FORMADO,2019-01-01,,,49,M,2602.31,0.18,2133.89
281,55,10,2,2,2,ENGENHARIA DE PRODUCAO,ENGENHARIAS,SEMIPRESENCIAL,TARDE,CANCELADO,2019-01-01,2022-04-07,TRANSFERENCIA,53,F,3405.55,0.22,2656.33
282,48,2,1,1,3,PRODUCACAO MULTIMIDIA EM REALIDADE AUMENTADA,COMUNICACAO E ARTES,PRESENCIAL,MANHA,FORMADO,2019-01-01,,,36,M,1933.4,0.36,1237.38
